id,name,type,campaignId,campaignName,folderId,ownerEmail,socialAccounts,storageKey,url,createdAt
6a3f9d5e8ca73a5d8b45f284,207.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5e8ca73a5d8b45f284/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5e8ca73a5d8b45f284/original.mp4,2026-06-27T09:52:32.690Z
6a3f9d5d8ca73a5d8b45f281,213.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5d8ca73a5d8b45f281/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5d8ca73a5d8b45f281/original.mp4,2026-06-27T09:52:32.302Z
6a3f9d5d8ca73a5d8b45f280,171.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5d8ca73a5d8b45f280/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5d8ca73a5d8b45f280/original.mp4,2026-06-27T09:52:31.955Z
6a3f9d5c8ca73a5d8b45f27b,159.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f27b/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f27b/original.mp4,2026-06-27T09:52:31.947Z
6a3f9d5d8ca73a5d8b45f27e,165.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5d8ca73a5d8b45f27e/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5d8ca73a5d8b45f27e/original.mp4,2026-06-27T09:52:31.609Z
6a3f9d5c8ca73a5d8b45f274,64.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f274/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f274/original.mp4,2026-06-27T09:52:31.199Z
6a3f9d5c8ca73a5d8b45f277,70.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f277/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f277/original.mp4,2026-06-27T09:52:31.137Z
6a3f9d5c8ca73a5d8b45f276,65.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f276/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f276/original.mp4,2026-06-27T09:52:31.118Z
6a3f9d5c8ca73a5d8b45f278,58.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f278/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f278/original.mp4,2026-06-27T09:52:30.967Z
6a3f9d5b8ca73a5d8b45f270,59.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5b8ca73a5d8b45f270/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5b8ca73a5d8b45f270/original.mp4,2026-06-27T09:52:30.918Z
6a3f9d5c8ca73a5d8b45f275,366.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f275/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5c8ca73a5d8b45f275/original.mp4,2026-06-27T09:52:30.742Z
6a3f9d5b8ca73a5d8b45f271,71.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5b8ca73a5d8b45f271/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5b8ca73a5d8b45f271/original.mp4,2026-06-27T09:52:30.691Z
6a3f9d5b8ca73a5d8b45f26f,158.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5b8ca73a5d8b45f26f/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5b8ca73a5d8b45f26f/original.mp4,2026-06-27T09:52:30.350Z
6a3f9d5a8ca73a5d8b45f261,238.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5a8ca73a5d8b45f261/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5a8ca73a5d8b45f261/original.mp4,2026-06-27T09:52:30.332Z
6a3f9d5a8ca73a5d8b45f26a,170.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5a8ca73a5d8b45f26a/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5a8ca73a5d8b45f26a/original.mp4,2026-06-27T09:52:30.304Z
6a3f9d5a8ca73a5d8b45f265,212.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5a8ca73a5d8b45f265/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5a8ca73a5d8b45f265/original.mp4,2026-06-27T09:52:30.269Z
6a3f9d5a8ca73a5d8b45f269,164.mp4,video,6a339629c83cd92b28887889,Diagnose it,,rajivranjan0013@gmail.com,,users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5a8ca73a5d8b45f269/original.mp4,https://media.theeasypost.com/users/6a31cf989801f82f3d1633bc/folders/6a3f9d118ca73a5d8b45efba/media/6a3f9d5a8ca73a5d8b45f269/original.mp4,2026-06-27T09:52:29.683Z
